entry_time,exit_time,entry_price,exit_price,position,regime,pnl,pnl_pct,duration_minutes,avg_iv,iv_spread,pcr_oi,call_delta,call_gamma,futures_basis,atr,ema_diff_pct,z_score,entry_hour
2025-12-16 15:05:00,2025-12-17 14:55:00,34604.82998465785,34142.913171913424,SHORT,-1,461.91681274442817,1.3348333540410986,1430,0.1399,-0.0104,1.1499948924101215,0.5352249961148667,0.0005758506427865,0.0010408533573296,123.90105150786204,-0.0191727932456559,3.1317468612188266,15
