Total Return,Total Return (%),Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max Drawdown,Max Drawdown (%),Win Rate (%),Profit Factor,Avg Trade Duration (min),Total Trades,Winning Trades,Losing Trades,Avg Win,Avg Loss
-540.7395843231534,-0.5407395843231534,-5.7202204506393155,-19.45340904002373,-60.33482616474158,1209.9122268837382,1.209973707945763,29.28571428571429,0.8979651103470793,417.5,140,41,99,116.06868652847164,-53.53086597970193
