entry_time,exit_time,entry_price,exit_price,position,regime,pnl,pnl_pct,duration_minutes,avg_iv,iv_spread,pcr_oi,call_delta,call_gamma,futures_basis,atr,ema_diff_pct
2025-09-30 10:50:00,2025-09-30 12:15:00,28709.680457706163,28757.936096296296,SHORT,-1,-48.25563859013346,-0.16808141999776535,85,0.1186,-0.0034,1.0419996823195323,0.5727735440155414,0.000414674744629,0.0055840296985507,123.8275812012068,-0.0211276270013287
2025-09-30 12:50:00,2025-09-30 15:25:00,28648.64462637321,28584.30100535056,SHORT,-1,64.34362102265004,0.22459568981988398,155,0.1144,-0.0092,1.0952832986022454,0.5717418661717055,0.0004426413695543,0.0059119639701991,101.80009209742742,-0.0532299177100899
2025-10-01 09:15:00,2025-10-01 09:45:00,28509.92965040556,28543.954389499788,SHORT,-1,-34.0247390942277,-0.11934346914021125,30,0.1289,-0.0179999999999999,0.8788094753908123,0.5714290947106613,0.0004073854637126,0.0049990910475539,109.15595825823532,-0.0078905135163239
2025-10-01 09:50:00,2025-10-01 10:05:00,28521.40706961236,28569.8035186255,SHORT,-1,-48.39644901314023,-0.16968464737738478,15,0.12225,-0.0056999999999999,0.985453186964768,0.575352835610957,0.0004153953535158,0.0044732433898015,106.72642643304424,-0.0013284600007451
2025-10-02 09:45:00,2025-10-02 10:05:00,29123.56838413085,29221.133126294262,SHORT,-1,-97.56474216341303,-0.33500270597532655,20,0.1203,-0.0098,1.1214026928672467,0.577178927207651,0.0004282468053724,0.0054661791180259,103.34411312451162,-0.0159054753605515
2025-10-02 11:35:00,2025-10-02 13:20:00,29197.56020540122,29120.7322572022,SHORT,-1,76.8279481990212,0.26313139748165976,105,0.1223,-0.0062,1.1828065716944662,0.5643247491769118,0.0004159651763152,0.0045770004766626,124.0391144348679,-0.0003621156036522
2025-10-02 14:00:00,2025-10-02 15:25:00,29041.06408046884,29075.50534519172,SHORT,-1,-34.44126472287826,-0.11859505088190363,85,0.13245,-0.0174999999999999,1.0476292200209143,0.5598515841887398,0.000403708483222,0.0047130731078956,136.18012832569835,-0.0289685079753187
2025-10-03 12:40:00,2025-10-03 13:45:00,29219.72848303527,29264.89294932483,SHORT,-1,-45.16446628955964,-0.15456839825113963,65,0.13225,-0.0217,1.1386685246529518,0.5714027398610055,0.0004146136227919,0.0049425977516743,110.86279699246214,-0.0178215741911207
2025-10-03 15:20:00,2025-10-06 09:45:00,29248.18270107923,29342.87981773888,SHORT,-1,-94.69711665965224,-0.32377094203585516,3985,0.1078,-0.0054,1.046584160058396,0.5701962312667471,0.0004787126618069,0.0043396968860578,139.20352967444782,-0.030581571867577
2025-10-06 11:05:00,2025-10-06 12:10:00,29315.62770565574,29284.742081273056,SHORT,-1,30.88562438268491,0.10535549398018271,65,0.1128,-0.0191999999999999,1.0021662493410648,0.575989151230555,0.000515749116559,0.0046289319655317,131.54150713488914,-0.0018593555456696
2025-10-06 12:30:00,2025-10-06 14:00:00,29250.070783716084,29273.94199031947,SHORT,-1,-23.871206603384053,-0.0816107652521425,90,0.1296999999999999,-0.0078,1.0396605391224314,0.557869248861128,0.0004273498775618,0.0038626063311431,136.2045718576241,-0.0093191838781543
2025-10-06 14:35:00,2025-10-07 09:50:00,29220.808812730626,29221.22750425695,SHORT,-1,-0.4186915263235278,-0.0014328539945859286,1155,0.13005,-0.0156999999999999,1.1576159645610598,0.568314602172173,0.0004385294003043,0.0036090229920157,116.36071889454276,-0.0056057015325118
2025-10-07 10:25:00,2025-10-07 12:20:00,29148.625389534805,29089.966501774947,SHORT,-1,58.65888775985877,0.2012406656435984,115,0.1306,-0.0145999999999999,1.1824775799043574,0.5568556245192284,0.0004475313318169,0.0042728381767475,133.0977147150609,-0.0189155125149847
2025-10-07 12:30:00,2025-10-07 13:50:00,28995.732421536868,29008.05198559481,SHORT,-1,-12.319564057943353,-0.04248750774370119,80,0.13555,-0.0083,1.018170097900971,0.5529087511244667,0.0004227404415179,0.0033574673419099,115.6380177852417,-0.0481467414326524
2025-10-08 10:30:00,2025-10-08 10:50:00,29167.433516814523,29240.57557727272,SHORT,-1,-73.1420604581981,-0.2507661855679999,20,0.12565,-0.0182999999999999,1.1282970345120693,0.5671791134125956,0.0004825099869658,0.0037602200267811,126.78271762068938,-0.0370847314810444
2025-10-08 10:55:00,2025-10-08 12:25:00,29207.856769628343,29197.443977361043,SHORT,-1,10.412792267299665,0.03565065505979665,90,0.1078,-0.02,1.123190871206732,0.5724502470632562,0.0005726203344293,0.0034140957925647,117.50977571174396,-0.004814192334244
2025-10-09 12:15:00,2025-10-09 13:25:00,29716.600747144654,29790.941277051497,SHORT,-1,-74.34052990684359,-0.25016498535414305,70,0.1329,-0.0112,1.139477706301328,0.5608699134028144,0.000445265579634,0.0037733196990245,118.73199576982188,-0.0235927890811398
2025-10-09 14:00:00,2025-10-09 15:00:00,29711.813992971653,29728.33843815514,SHORT,-1,-16.524445183487842,-0.055615739878409,60,0.1269,-0.0106,1.039862942696278,0.5609310610949413,0.0004662014208189,0.003273904809016,134.13860029735977,-0.0041071209859383
